央卫咪咕,#genre#
CCTV-10咪咕,https://api.livednow.org/migu/624878405?sign=gAAAAABnJcJqUD0VJHgW_jpi9fSEDhVqtVpgjlm5l2RFB5crphtq4Lgd1pE-Tc_n_qCmd9kwraXg4RZcc0KxzMy3Ef70prdHPMgkFbuJGwsobC29UUm_Kh7XbBVy-fqPer-IzPfc4oRJ10aPTq5_azxz8u2Qp6Ay2EYOLMg1O-EnQ79eNgaXc-2s1ccgdc5zllFwTrdP0XNkac4cX20eCWKPBULxodi6KQ%3D%3D
CCTV-11咪咕,https://api.livednow.org/migu/667987558?sign=gAAAAABnJcJq0uxG3wXdtrtqiIBCWRnKBVOa5nG_MrcR-XE_FxKhhSx7qj7d71b67HWtpFnV2yWlbi0DB4eVSBIi6y6ATRTRy-BAzHYzmANZxHCzKfrpNUunkDnLY0q7rIKTNSg3JuHII5wLmoBSDoeTzc8Tt6xXcUd5Hv-oHFU6L8gBAJjtBl6u0vGjL4NCXzTdg5rTNQf-Lx3S3ew-DiWy1XnrFEc26g%3D%3D
CCTV-12咪咕,https://api.livednow.org/migu/673168185?sign=gAAAAABnJcJqfs_3emdJIy9mYYyN6M29-FRfMp5HBvyku5jviEWtan66IU2XguJLoP7tu5be63y71Amc1LQKABsz3w4K4MYcVJZQ2FpXjnYoI80vaFeq2t-GfRY3n-XhzImihJvGiPd8fDG9pEIVWSneLNgmMkomXAfDlza_TggSrlVcSDkpi6DsXXNOBLsIpsHdWRSbJtzbhkX3j0w7KzFZhMevYAkEqg%3D%3D
CCTV-13咪咕,https://api.livednow.org/migu/608807423?sign=gAAAAABnJcJqWcv58U6OGzQabwzd_fRQdYIiL56pNYvWDLYx8OqIYIZTaT5ceZHRyt06wODism6P1aOwUkuZhiEfldQ55DPEyxVt51QPQHSDakx6DZ2ucwlxwe6nUNX83Y9VomRK3nxUdOy7T5XXGKyCDKucirezIa1eLScwKqq2ONtkQFwIsf7M2R3c5RDB5YQ6uMRY3eA0hSaiRTacGYQSjA_U1rUG5g%3D%3D
CCTV-14咪咕,https://api.livednow.org/migu/624878440?sign=gAAAAABnJcJqbiZjvH8WPpn2MSC9d1plZ1uK5RoepfZ6jSSLDNY5MEkVmC6AeWa4kDMXAhPgpPm331nzJkqByvIwyJ1nvMCSyjAqVA9m3RE7fIRDF80f2H3UCJLesDEifymvAsoH5oyavOgYS4KyiZ0tkA_xHI22m-bhjRbDPbkfrr9U1pLOLTTNKxCBVpne91De96PBMhcK7JpHMEqngGthOBNZS4YfMg%3D%3D
CCTV-15咪咕,https://api.livednow.org/migu/673168223?sign=gAAAAABnJcJqidnXewNhy-gri2ybb9iscI03y5nc62Syy1VqIhpbG4NsKVFHcgll52_xUKgwrWb5UR4xUTuxZnXcZ0qybFuneRF7vganvFXXcsbCxEG1p3RlEZw2hsCJ2G64570EsLkHymrjb0T7NBsJQyYJplJRLJFEd2gRpP40XLLJYTwJTmIC9b2eeLAZy4YEIn8-g7uBCctAPZtXqq8lS4vOcoHLSQ%3D%3D
CCTV-17咪咕,https://api.livednow.org/migu/673168256?sign=gAAAAABnJcJqaH7zxsZ2sHzgLIrp3fHULs5VLTwRm5kvc_YZnCZDZdFCwKXL_yaXA5nFcCZPD0omVJwDapyQUilo6R4kQgEmlWfnDyA0UbxOdEjCzJ9SHIiV_53r4aaArZ0IL_Aq0Mhm7cM6wcQ1EeLovgqiDPnCeUF2j3_KgX74Wh-ZpYuDKkQNsfBaJ1_P09_8SukvS2dsHXG-Tkr2RbVUU9z4qmS7iw%3D%3D
国际欧洲咪咕,https://api.livednow.org/migu/608807419?sign=gAAAAABnJcJqqvN9kTkAiHC8GdaGGmmbLi62YsEYOIuOPI9Lac2D2d4KyQai_cbU9d1Blh-fo0li6MavI-f58Er_gvlCd7t5C35cmlxT7M-_SLOpCAeJgeSr4BD0t2Qt_Lrj7ZNsq8dCuNIPRnB-w0rJUjAiBMu0RFBQJ30fHcImYBrTGcTWrqXF53LpJSl0ymgtMaVrO9Y-HiqIUJkzyN8e6BTQQykZiQ%3D%3D
国际美洲咪咕,https://api.livednow.org/migu/608807416?sign=gAAAAABnJcJqws7IJW3h6BlGge9WIDW3Fy0FRiXV5z_xNzVGu8g8B-0qw7tvyNyCVut8pWQCvFvKbhe1hY8cYKFLnYEBy0nIPd9wQZ407ZVV5Ca7zzDKkBo_MoXzKATjpoRRMIpGgGGhNcq4KIeU-5Wtu25PoFpJqE2csWr4hhqYu1_-DhfSOhUE6aePTI8INh7crU01j-d217PMhlw6fqS0cRoIqdQ3Ww%3D%3D
中国教壹咪咕,https://api.livednow.org/migu/923287154?sign=gAAAAABnJcJqVnSXrUUkkYtDWAxHBieXZon2_B2kDSLm9uRif8tufnQMZcjl_RWKY3uwdHLw3clP4ObeP_RJCfjzNqvhDl56kIzLwahI8Rpl8YL2mC2bIKCEwo1CTMP3N7towvh9GjPz2p03gh4qPAFaBTwBczKVxvPMZJuY38uaXlaYqc1ZCAxb6IXrCuhMgtIk47Cy_Xr3f2yZPPNUxvfT_w7Apd4-wA%3D%3D
中国教贰咪咕,https://api.livednow.org/migu/923287211?sign=gAAAAABnJcJqlMwKhypib47dsLMmTDrhIquQSbEM7k3NFiho8sMsjCHT4g572J4Z--cW7zs2z_6Lx0QQN3EtPgKjUeRYzAw_Pefu6uNdTfTWIxiPQBUlDBQAopWhjF5YyomATi-_zP6RZfvDmQL9fGjx83S2vkZBq3CHDShPVmtCSDb_q7lsjHNypuh-YPlAWJsoIfnocfSN3TiN1au-DXXraOO_mvUgDg%3D%3D
中国教肆咪咕,https://api.livednow.org/migu/923287339?sign=gAAAAABnJcJqCVYw9IPx1b6k3F9j_qfxbMCLc7TORXvKiIop_NRc772AulEv8NPpujB0-VnMnhCKtowzqffwqNlNsPZ2NU3FZvye8jB2rjfY5NZegCwzp1GcKgtzhLE4eoO8Mi90IRTg0D8c9ca9KuZg91XnwvBGPb7qr1eiRVTnR5MdNMhWyiI1K_qp3klG-1aJvztKqB-8rlOLOAm6bWHZQuhHJ1B7YQ%3D%3D
东方卫视咪咕,https://api.livednow.org/migu/651632648?sign=gAAAAABnJcJqfu_kycy2Gb7eSdGQsamAhYXBlu-AYscNkoPGIfbg7gL756Lncv79Ps4ODzMedp1aFAj7uzaOHkAyBq06sQxNlk9g1nD1262R71fcdc7jvGxJemrvJ0Oak_Z16R_xYQdxRXo1hlbrCfTZO_RJIH10M7lQqOJHy6t68nakZVZ6sWXP2FPgP2hXaVKd9wu8yeDjxau2iqKexh5WBPlQ6hhAFA%3D%3D
江苏卫视咪咕,https://api.livednow.org/migu/623899368?sign=gAAAAABnJcJqRqI051KXILLz-XtpXbmEXLRGs-Yttth90tUl-tH72dTMSRz5XSe39WHDnCr1uKjzpLzf-XqtGUIa-paJf3cDV1e-mJlqBCGc_ax_4pRulP6_2Jlc_SuTukDjaZs39go_UqkCqJgB8UAhhLbgibqSnuQrBTo4CkvfDCxfpsC0EXRHon4Pev7oJWFEMzDPrhcce4fsv356rgkUiSMuuBAzAw%3D%3D
广东卫视咪咕,https://api.livednow.org/migu/608831231?sign=gAAAAABnJcJqYcJMord5t6sSAZC5m7v96UZ6Ea3WOtse7W_BquKqMmYGSh_UXVG5Wouvctg5Og0WjnXvLEz7Z7KmtqPExzi5EiaSHMY7LuMA8mog-i8BrvjD9r9fikY5LnFg4lU6jvjeDgyzEeziiUxW45I16rki3ib8vwaDTBVvTFX7H3RhkaWBYQbzclSmWhz4TBsBy3jnQxnxhV1KkAQOyQLL2GYhkw%3D%3D
江西卫视咪咕,https://api.livednow.org/migu/783847495?sign=gAAAAABnJcJqSxNO7cIGHJVGiP23aVwddpa5-Uj611uPtb-B59dmlhqB3KvALkxWK9erVikPtvf_CCUy-Au9GrH8x09UkoWAVcBYsPpl04DfI8C5xmP2Ngry7LvN4nkLgM8jrTQCdSw9JqYxvBS4kcEsKcXaalufeTRy0B0gmPvBMYA0qBe5eBDbavp1kUzTq7bdpM9UGmek_DpYICCnOXAceQXch1tdhw%3D%3D
陕西卫视咪咕,https://api.livednow.org/migu/738910838?sign=gAAAAABnJcJqOtVCdd8WAn4DUT3VSbQHyfe5YFbUoqjsj_bS5O0aue2z6CSXEwpR856Z7BWlzxU-e48aeBfTOpdvGCnMnnjR8JmShiQd8oXFM-hTre-JgsjlvAzznm1jDoaQZsP8S-DAbqZK_jtrsaKSodpssxZZqCQjAazFU9B7A5GIEqWa9YF3LDLXONSmsFB7J7d9UM0FZx-CpzgBS2AhX8uO40kd0A%3D%3D
湖北卫视咪咕,https://api.livednow.org/migu/738906825?sign=gAAAAABnJcJqKQRd7CS3pk7T0oe-jdNPxgJMyiZoPVRnbmv_IbK9koQZf32EgjFFCiEXqL4IXCnWyIaEuCmqxVNsBOQTIfaHM11IVchAHo4fZfQDVy5O7WNEHwMhK7DKJ5KlnIetRjJM7Emho9soMEYdRhTfzufHG-iUjz7CegJ_e5AKCaTCCYDJttiaZciJOCbCaWjAIMfx_PmomLPvKyNinANdp0vlxg%3D%3D
劲爆体育咪咕,https://api.livednow.org/migu/796071336?sign=gAAAAABnJcJqM_HTVabRYY0y1XrkVaxRyUQD0kZEz3VQ3y_m5G88-puxPaYTeeM95vvfLbpAONBNY5IydUY2MsWrBWs4jK885O8HDIs7shB502xQx6f0vQ8TuKxrMXORgONQBsb4X87_7NQJpQ3S8NHmEhlYT7rsDO3yy0U0DjGwpbMiH9AXzspYRIojn1sZlwKdzaQKzsQky9fj4FcWw0muMwKADmu-sQ%3D%3D
魅力足球咪咕,https://api.livednow.org/migu/796070308?sign=gAAAAABnJcJqlrFGXuOxwe1Md-XR1vW2Qfvt8UbVbRmGMRw2HCaBotmmxy63qf2FHgoB1vxFJ480IN7nk3fPKKsC14EcSpsIiKAI0k4bTRVRSIM6N0J2Mhr-yHORPlMoC183bY-eRCUBjbWAH5mmWt4aOY1TAiXl6k8v5XlseEvPqOFOHsJbk-s_IR3yRznUz22lTF60_HV6D2H40sColfcl-Ows1xbbBw%3D%3D
家庭影院咪咕,https://api.livednow.org/migu/644368373?sign=gAAAAABnJcJqmc1MsiQush_pxUKZ5OeC8HhfO-CPbiBOF88hW8nkCObTvAyhv11H14Bhk-bFCpsouIhtO3PlCY2ah4IhSGfy05LSMd_KFlBY9L5xbZB7SlCEDLk24QPqmM8gtv7g4796StdogDq4Om3HxXvjrZNas54BY18WZzcB4-YE56gA6xbu36O2c2niJ0WeKWqCks68bT83swV6thf54iuQVybh2w%3D%3D
CCTV-01咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv1
CCTV-02咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv2
CCTV-03咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv3
CCTV-04咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv4
CCTV-05咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv5
CCTV-5+咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv5p
CCTV-06咪咕,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202
CCTV-06咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv6
CCTV-07咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv7
CCTV-08咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv8
CCTV-09咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv9
CCTV-10咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv10
CCTV-11咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv11
CCTV-12咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv12
CCTV-13咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv13
CCTV-14咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv14
CCTV-15咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv15
CCTV-17咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv17
CT4欧洲咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv4o
CT4美洲咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cctv4a
CGT纪录咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cgtnjl
CGT西语咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cgtne
CGT阿语咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cgtna
CGT法语咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cgtnf
CGT俄语咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=cgtnr
家庭影院咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=chcjt
动作电影咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=chcdz
发现之旅咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=fxzl
老故事台咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=lgs
中学生台咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=zxs
东方卫视咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=dfws
吉林卫视咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=jlws
青海卫视咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=qhws
陕西卫视咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=sxws
湖北卫视咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=hubws
江西卫视咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=jxws
江苏卫视咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=jsws
广东卫视咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=gdws
湾区卫视咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=dwqws
海南卫视咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=hinws
兵团卫视咪咕,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
中国教育咪咕,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=0&cdn=5202
四海钓鱼咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=shdy
高清大片咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=gqdp
经典电影咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=jdxgdy
军事大片咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=jsdp
热剧联播咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=rjlb
赛事经典咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=sszjd
体坛名汇咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=ttmlh
新片映厅咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=xpfyt
Y+剧场台咪咕,http://nn.7x9d.cn/组播8563/咪咕视频.php?id=yjjc
频道,#genre#
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
TVB翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
Viu剧集台,http://php.jdshipin.com/TVOD/iptv.php?id=viujj
Now星影台,http://php.jdshipin.com/TVOD/iptv.php?id=xyt
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
千禧经典台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
Astro AOD,http://php.jdshipin.com/TVOD/iptv.php?id=aod
星光综合台,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
香港卫视台,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
唯心电视,https://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
澳门莲花台,http://61.244.22.5/ch3/ch3.live/chunklist.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大,http://61.221.215.25:8800/hls/56/index.m3u8
未来频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
邵氏影院,http://maomao.kandiantv.cn/douyu1.php?id=4246519
CCTV1,http://114.243.104.64:8821/rtp/239.3.1.129:8008#http://114.243.105.66:8821/rtp/239.3.1.129:8008#http://114.243.102.28:8821/rtp/239.3.1.129:8008#http://114.243.109.109:8821/rtp/239.3.1.129:8008#http://114.243.103.247:8821/rtp/239.3.1.129:8008#http://114.243.96.212:8821/rtp/239.3.1.129:8008#http://221.219.65.6:4000/rtp/239.3.1.129:8008#http://114.243.97.51:8821/rtp/239.3.1.129:8008#http://114.243.98.37:8888/rtp/239.3.1.129:8008#http://114.243.104.14:8821/rtp/239.3.1.129:8008#http://114.243.111.3:8821/rtp/239.3.1.129:8008#http://114.243.102.80:8821/rtp/239.3.1.129:8008#http://114.243.109.134:8821/rtp/239.3.1.129:8008#http://123.112.19.67:8012/rtp/239.3.1.129:8008#http://1.203.77.72:7788/udp/225.1.8.1:8008#http://111.196.131.46:20000/rtp/239.3.1.129:8008#http://111.192.0.32:4022/rtp/239.3.1.129:8008#http://114.243.110.170:8888/rtp/239.3.1.129:8008#http://111.196.191.248:5555/rtp/239.3.1.129:8008#http://114.243.97.136:8888/rtp/239.3.1.129:8008#http://114.254.94.146:2222/rtp/239.3.1.129:8008#http://123.113.187.204:8000/rtp/239.3.1.129:8008#http://114.254.93.135:2222/rtp/239.3.1.129:8008#http://115.171.216.91:4000/udp/225.1.8.101:8080#http://114.243.105.66:8821/rtp/239.3.1.129:8008#http://114.243.102.28:8821/rtp/239.3.1.129:8008#http://114.243.109.109:8821/rtp/239.3.1.129:8008#http://114.243.103.247:8821/rtp/239.3.1.129:8008#http://114.243.96.212:8821/rtp/239.3.1.129:8008#http://221.219.65.6:4000/rtp/239.3.1.129:8008#http://114.243.97.51:8821/rtp/239.3.1.129:8008#http://114.243.109.253:8821/rtp/239.3.1.129:8008#http://114.243.98.37:8888/rtp/239.3.1.129:8008#http://114.243.104.14:8821/rtp/239.3.1.129:8008#http://114.243.111.3:8821/rtp/239.3.1.129:8008#http://114.243.102.80:8821/rtp/239.3.1.129:8008#http://114.243.109.134:8821/rtp/239.3.1.129:8008#http://123.112.19.67:8012/rtp/239.3.1.129:8008#http://1.203.77.72:7788/udp/225.1.8.1:8008#http://111.196.131.46:20000/rtp/239.3.1.129:8008#http://114.243.110.170:8888/rtp/239.3.1.129:8008#http://111.196.191.248:5555/rtp/239.3.1.129:8008#http://114.243.97.136:8888/rtp/239.3.1.129:8008#http://114.254.94.146:2222/rtp/239.3.1.129:8008#http://123.113.187.204:8000/rtp/239.3.1.129:8008#http://114.254.80.240:2222/rtp/239.3.1.129:8008#http://123.113.249.203:8888/rtp/239.3.1.129:8008#http://114.254.93.135:2222/rtp/239.3.1.129:8008#http://115.171.216.91:4000/udp/225.1.8.101:8080
